userName,content,score,at,appVersion
Asad Ullah,Tum dono ki ,5,2023-10-16 23:31:44,2.8.0
hizbullah memon,Awesome,5,2023-10-16 23:44:42,2.8.0
Talha Shahid,I like pubg thats amazing game in the world,5,2023-10-17 00:01:22,2.8.0
Sami Saleem,Nice,5,2023-10-17 00:32:22,2.8.0
Aslt Shani,Out fit ko by cut kro wrna ye game khalas,5,2023-10-17 00:59:25,2.8.0
Rehaan Nibar,Very exciting love it,5,2023-10-17 01:10:15,2.8.0
monir hossain,Nice,5,2023-10-17 01:17:33,2.8.0
Htoo,Perfect game but just file size thats little bit too much for me,4,2023-10-17 03:40:28,2.8.0
Sharoz Aftab,Pubg is no 1 game in the world a this is most rare game I like it very much a the MUMMY SET IS SO COOL IN OUR PUBG,5,2023-10-17 03:48:14,2.8.0
Abdullah Saad,Very very nice game,5,2023-10-17 03:53:36,2.8.0
Muhammad Tofail,Why easily upgrade weapons in royal pass  Poor eventsand royal pass,1,2023-10-17 03:58:11,2.8.0
Sumya Sumya,nice,5,2023-10-17 04:07:28,2.8.0
Erhembaylag Tumenbayr,Nice game,5,2023-10-17 04:24:53,2.8.0
Abdullah Afzal,THE OLD UPDATES ARE BEST,2,2023-10-16 18:47:13,2.8.0
Ahsan Ali Kamlo,Ok thanks for removing Evil AMR and please dont bring that type of evil events again that are against Islam,5,2023-10-16 18:24:46,2.8.0
Malik Luqman,PUBG mobile your ms control is lol,1,2023-10-17 14:07:55,2.8.0
HM Bijoy,PUBG has been banned in Bangladesh for a long time If Tencent does not take this unban action with the tax Then we all about 3 lakh PUBG players in Bangladesh will start playing other games Requested to unban PUBG in Bangladesh,1,2023-10-16 18:24:27,2.8.0
Waie Selek,Syok sangat bznnznxmc,4,2023-10-16 14:56:16,2.8.0
TSG VENOM,Please level infinite unban my account i have uc in my account,5,2023-10-16 15:08:38,2.8.0
Sahil Mohib,Ilove this game I love you PUBG mobail,5,2023-10-16 15:12:54,2.8.0
Umar Khan,Now you dont cheat muslims this app is good but dont come in this game Muslims realigon,1,2023-10-16 15:30:21,2.8.0
adonis lumilan,Wooow good job,1,2023-10-16 15:38:31,2.8.0
andre anto,Gajelas,1,2023-10-16 15:47:47,2.8.0
Asif Malik,Is k bad qayamat ha,5,2023-10-16 16:20:43,2.8.0
ASIM KHAN,Extremely request to the game owner that we want old livik back in unrank old player really want that old livik back kindly react on my request,5,2023-10-16 16:20:56,2.8.0
Nigel Kirkland,Game lame,1,2023-10-16 16:33:37,2.8.0
Ali Afghan,Thanks bubg mobile ,3,2023-10-16 16:41:50,2.8.0
Moksadul Momin,batter then mobile legend,1,2023-10-16 16:51:58,2.8.0
Mirza Taimoor,map download nhi horha mbl chng kia ha,5,2023-10-16 17:23:33,2.8.0
mesfin zewdie,The best game in the world but the dawlod is so bored pleas fast the dawlod pleas,5,2023-10-16 17:28:00,2.8.0
Mubshar Ali,Must play but we need old maps,5,2023-10-16 17:32:50,2.8.0
TG NETWORK GAMING,Recommended to download very good game ,5,2023-10-16 17:35:12,2.8.0
Christo Naude,I tried giving half a star but it seems one star is the minimum This game can be so cool but the report player system does not work Ive recorded random teammates cheating verbally abusing my wife harming team etc Whats the verdict every time No Violation found LOL,1,2023-10-16 17:40:49,2.8.0
Abdul Rehman,plz one sot best plz,5,2023-10-16 17:49:49,2.8.0
MaNsOoR MeHsOoD,Pubg mobile is one of the best online game i played this game for 3 year but in few updates game size is very high please reduce their size,5,2023-10-16 18:15:29,2.8.0
Sadiq Umair,Star star,5,2023-10-16 18:17:00,2.8.0
Adzmie boy,Bersamamu terciptalah cerita indah untuk dibagikan di masa mendatang immanuelcaesarhito akanggallankakio kawasaki anakjalanan anaklangit potos,4,2023-10-17 04:43:12,2.8.0
Shahzaib Chohan,Dis is game ok,5,2023-10-17 04:44:38,2.8.0
2F FRIEND GAMER,Nice,5,2023-10-17 04:49:49,2.8.0
Raees Dilshad,Its good game But not for low device ,1,2023-10-17 10:27:08,2.8.0
Leti Tapale,I really love the game but I cant style my name anymore pls can we style our name again ,5,2023-10-17 10:30:13,2.8.0
Mg Anuwar,never forget you pubg,5,2023-10-17 10:52:09,2.8.0
Uzair Khan,I like this game so much It is like a real gamei not like the cartoon game,5,2023-10-17 11:05:01,2.8.0
Bladimyr Abarcar,The game looked fuvked upppp menn,2,2023-10-17 11:16:22,2.8.0
Plus Plus,This game is very nice because its good,5,2023-10-17 11:24:37,2.8.0
Danish Afzal,Hi PUBG mobile Tem plzzz gave me UC plzzzzz,5,2023-10-17 11:52:44,2.8.0
Alinawaz Muhammad sahab, work,5,2023-10-17 11:53:55,2.8.0
Rajab Ali Khakhi,It was amazing world,5,2023-10-17 11:58:42,2.8.0
Bs gs,Not give me uc,5,2023-10-17 12:13:33,2.8.0
Mamama Kakakakak,Player,5,2023-10-17 12:26:58,2.8.0
Khairyl,I gave 3 stars because the events is the same as old events like how many times do you guys replace the coin textures and the Tesla rocket aswell Try squeeze your developers brains and get that new juicy idea not the reuse juice Dont be like Mojang dead Braincells developers that just keep telling you to vote 3 mobs every 23 years,3,2023-10-17 12:29:42,2.8.0
Ko Gyi,Tyu,5,2023-10-17 12:29:52,2.8.0
Sweet Syed,I love this game,5,2023-10-17 12:31:42,2.8.0
Zaib Hassan,In a New update face very glitches or reduce performance in gameplay please please please please please solved it because i love this game this update theme is like horror or graphically nice but this update effect my games play performance means flactuating fps ina new update main issue is framedrop in a 90 fps devices,2,2023-10-17 12:41:31,2.8.0
Nehemiah Solomon,This game is epic you got to download it if not youre a nobe,5,2023-10-17 13:07:59,2.8.0
Dipak Shah,Five years,5,2023-10-17 13:09:43,2.8.0
Wasim Khan,great time killer but there are so many lags and glitches,3,2023-10-17 13:23:25,2.8.0
Jagdish Kohar,Jagdishkohar,5,2023-10-17 13:40:35,2.8.0
PAKAY,Can you please increase the gyro sensi Its really slow for me Ty,4,2023-10-17 13:42:54,2.8.0
Haider Ali,Thanks for wishing me on my birthday ,5,2023-10-17 13:54:55,2.8.0
Ahmed khaire Harbe,       ,5,2023-10-17 10:15:14,2.8.0
Gus Montana,I hate Toxic player with granade,1,2023-10-17 10:15:06,2.8.0
Adam Baloch,This is a nice game,5,2023-10-17 10:00:26,2.8.0
Giorgi Tombulovi,Good game,5,2023-10-17 07:54:19,2.8.0
Tim Tim,Op shooter game recommended,5,2023-10-17 05:20:02,2.8.0
Edgar Maria Soares,OK,5,2023-10-17 05:24:25,2.8.0
Shafqat Yasin,Its very amazing game,5,2023-10-17 05:27:41,2.8.0
Aashish Baral,This game somehow depends on mobile ,3,2023-10-17 05:46:17,2.8.0
Free Fire,Nice,5,2023-10-17 05:56:55,2.8.0
Than Min Soe,good game ,5,2023-10-17 06:41:23,2.8.0
dennis awayan,boring game,1,2023-10-17 06:42:49,2.8.0
eshagh habibi,               ,5,2023-10-17 06:53:06,2.8.0
billoo baloch,Waqar,5,2023-10-17 07:21:03,2.8.0
nurul suhadah,saya sukakannya tetapi saya ingin lebih banyak lagi orang yang ramah,5,2023-10-17 07:56:37,2.8.0
Mahalia cris saludario Saludario,Nagtitipid sa data tapos Panay ang updatesana manlang paminsan minsan langdi mabubuksan kong Hindi iaupdatenag try ako ngayon kasi maglalaro ako tapos need na naman update daw grabe naman Lage nalang,1,2023-10-17 09:55:27,2.8.0
Raees Usman, pubg ,4,2023-10-17 08:11:54,2.8.0
Manzoor Samajo,Nice ,5,2023-10-17 08:21:20,2.8.0
Sundus Sahal,Legends,5,2023-10-17 08:37:23,2.8.0
Anwar Sha,This is a good game,5,2023-10-17 08:44:56,2.8.0
Razia Imtiaz,Good,5,2023-10-17 09:04:58,2.8.0
Fazal Kareem, 9p18  1 16 3  ,5,2023-10-17 09:34:29,2.8.0
Alexander Maetaa,This game,5,2023-10-17 09:36:39,2.8.0
Ahdullah Saeed,Nice game but it is lag,5,2023-10-17 09:47:52,2.8.0
Zach Mohr,Straight trash copy cat of cod mobile Too glitchy and unfair physics,1,2023-10-10 02:17:08,2.8.0
El Beanie,2nd time writing a review on people LITERALLY CHEATING in metro royale hitting only headshots and i have confirmed over 50 matches where only my helmet was damaged by Non cheating players and its crazy how im still getting instantly downed even in full Level 6 armor with Refined plates but just let them run a mess of this game DO SOMETHING ABOUT THE CHEATERS OR HACKERS OR WHATEVER U WANNA CALL THEM,1,2023-09-26 07:05:32,2.8.0
Rana Mubashar,Remove safe mood option,1,2023-09-30 13:25:49,2.8.0
Mujtaba Mubasher,Good game for child,5,2023-09-30 13:29:23,2.8.0
Muhammad Mushtq,Besr game in the world,5,2023-09-30 13:29:30,2.8.0
Rasel Ahmed,Good,5,2023-09-30 13:39:04,2.8.0
Sudais Khan,Huh,4,2023-09-30 13:41:08,2.8.0
Arean Are,Eragl pubg,2,2023-09-30 14:06:37,2.8.0
Alu Khan,Umaaaahhhh nice game,4,2023-09-30 14:15:01,2.8.0
tar tee tar tee tar tee8,Thankyou,5,2023-09-30 14:22:06,2.8.0
Learn Islam From Q&H,Dont add adult pics its a request Ill give you 5 stars,1,2023-09-30 14:44:03,2.8.0
Gabriel Terry,Best game,5,2023-09-30 14:46:11,2.8.0
Mirwayz Khan,Plezz mere mobail me pupg slow he quch karo plezzz,5,2023-09-30 14:52:22,2.8.0
MOHAMMAD AKRAM,Pubg this message is for you you not gave me uc 10000 I am leaving and ask to my all friends You not gave me I know you give me I will ask to more friends to download pubgmobile,5,2023-09-30 15:11:44,2.8.0
Anas athar,very intresting game but low device player cant play this game,5,2023-09-30 15:35:44,2.8.0
DEADLY GAMING Yt,Very best game please trust me and download this game,5,2023-09-30 16:05:11,2.8.0
chillbaca gaming1987,if you guys could add more milatary like skin i would play more thanks good moblie game too simmular to cod mobile,4,2023-09-30 16:21:55,2.8.0
Amir Sohail,PUBG mobile a1 nice Gome,5,2023-09-30 16:31:18,2.8.0
Muhammad Hammad,amazing,5,2023-09-30 16:32:56,2.8.0
JOKER GaMiNg,This is not  game this is feeling,5,2023-09-30 16:35:40,2.8.0
Jabby Javier,Good grapics,5,2023-09-30 16:45:09,2.8.0
Sahel Tanha,Good,3,2023-09-30 17:04:21,2.8.0
Mohamed Hosny,Good ,5,2023-09-30 17:04:34,2.8.0
Atif Ansari,Nice game,2,2023-09-30 17:05:06,2.8.0
Ayan Butt,I love this game ,5,2023-09-30 13:28:26,2.8.0
Daryll Briones,Nice game,5,2023-09-30 13:25:49,2.8.0
Malik Muneeb,They removed crimson xsuit which was against Islamic values ,5,2023-09-30 17:26:07,2.8.0
Usman Mirza,This game is Fantastic and outstandingThe Graphics of this game is smoth and bright,1,2023-09-30 13:25:34,2.8.0
Muhammad Zeeshan,I love you,5,2023-09-30 10:49:57,2.8.0
Michael kevins,Its my favorite game and I like playing it all the time but the problem am having is that my zombie mode is not working and yet the download completed and shown installing but after that it went back to downloading again yet its not downloading anything,3,2023-09-30 10:53:56,2.8.0
ali saif,The best in gaming history,5,2023-09-30 11:04:56,2.8.0
Ahmad Lalaa,Absolutely yes ,5,2023-09-30 11:28:08,2.8.0
Waqar Ahmed,Always best,5,2023-09-30 11:29:25,2.8.0
Sarfaraz Channar,Mindblowing game,5,2023-09-30 11:30:48,2.8.0
Magdys Elgamal,Campers makes this game trash Also when i die low possible for awake again,5,2023-09-30 11:40:03,2.8.0
Nazar Hussain,Dear PUBG official i like PUBG mobile game but i am facing an issuei have best internet device but when i open the game the internet has been downso i cannot play properly in this situationplease solve internet connection problem,1,2023-09-30 11:52:19,2.8.0
KAMRAN Sheikh,How,5,2023-09-30 11:56:16,2.8.0
MD. LADIN,Awesome Experience game play ,5,2023-09-30 12:02:39,2.8.0
Nur Salim,Game ini cukup bagus dan sangatlah menghibur,5,2023-09-30 12:12:41,2.8.0
MAJID Anwar,Hello  Tencent the Event was dont like it I dont like event and my friends dont like the PUBG was the people was coming the Event but enemy was recall him the second time coming enemy was kill me And my squad so please remove the Event and hackers hackers ,5,2023-09-30 12:12:47,2.8.0
Ahmad Raza,Growing pack was such a beautiful event but u guys have ruined it as well u guys just want money and nothing else,1,2023-09-30 12:15:31,2.8.0
ANAS AHMED,Addictive game,5,2023-09-30 12:17:56,2.8.0
Arif Bhai,Good ,5,2023-09-30 12:23:18,2.8.0
Fahad Mustafa,Old is gold,5,2023-09-30 12:25:56,2.8.0
امیرمحمد ذوالفقاری,Tankyo aylavyoalyh,5,2023-09-30 12:28:09,2.8.0
JESHUA139 JESHUA139,Good game,5,2023-09-30 12:35:00,2.8.0
Peedro Keane,Frameworkfps issue lag,1,2023-09-30 12:39:02,2.8.0
mim janu,My frevret game,5,2023-09-30 12:46:38,2.8.0
jotham bacarro,I very like the game but recent update makes it hard to rank up it lessen the points way to high if you died and still on the game we should still get some points when our team wins We do loss points special when your in crown rank already it starts to get hard to rank up not like it was used to be,3,2023-09-30 13:20:00,2.8.0
NADIR ISHAQ,Op game,5,2023-09-30 17:19:01,2.8.0
KHAN KHAN,Pubg is the best game in the world Fantastic game,5,2023-09-30 17:30:32,2.8.0
Muzamal Riaz,BAD GAME,1,2023-09-30 10:26:00,2.8.0
Ali Raza,Nice app g,5,2023-09-30 23:47:51,2.8.0
Macoy Dagandanan,I like this game and the battlefield is awesome and the other battles are also amazing I like this game this is game is amazing,5,2023-09-30 23:58:11,2.8.0
Pritika Prasad,Good game 1000000000000 Better than free fire,5,2023-10-01 00:46:16,2.8.0
Nahom Abiy,After the time I updated it it stopped working when I entered the game it makes me out it makes me uninstall it,1,2023-10-01 01:14:47,2.8.0
Sami Khan,THIS IS A VERY COOL GAME,5,2023-10-01 02:35:18,2.8.0
Abdullah Hassani,i love you so much ,5,2023-10-01 02:36:38,2.8.0
Farhan Khan,I love you pubg,5,2023-10-01 02:47:45,2.8.0
Mi Gi,k,5,2023-10-01 02:48:07,2.8.0
Adam Syahmi,This good game,5,2023-10-01 03:04:32,2.8.0
Abdul Saqeef,Very very good and nice app for pub g fans,5,2023-10-01 03:12:06,2.8.0
Ramaphosa 254,Its amazing from controls to the gameplay and graphics Perfect maps and events,4,2023-10-01 03:19:47,2.8.0
Azmin,I love this game,5,2023-10-01 03:29:32,2.8.0
Yaqoob Rajput,YAQOOB RAJPUT,5,2023-10-01 03:54:38,2.8.0
Moses Yuot,This game is the bestcool  amaizingI whould like that you could remove zombie version and put another verizon eg naruto anime varizondemonslayer verizonThats all i could askmay God bless you,5,2023-10-01 04:19:01,2.8.0
Red Warrior Coc,Nice game ,5,2023-10-01 04:25:41,2.8.0
Talha Yousaf,ok pubg,5,2023-10-01 04:31:06,2.8.0
Karimul Islam,The game is very good,5,2023-10-01 04:34:56,2.8.0
Nelly poupouneau,Fix your game,1,2023-10-01 05:05:47,2.8.0
Nirwan Fadlishah,Thanks for the M416 Glacier Can you give me luck spin a weapon lab again Like M416 Glacier  but i want my M416 Glacier MAX Level,4,2023-10-01 05:27:14,2.8.0
koko كوكو, ,5,2023-09-30 23:49:56,2.8.0
Kyle Packer,This is an amazing game and I recommend it for all I really loved the Goku update but now the new update has come and I cant play as Goku anymore and I would like to have it back,3,2023-09-30 23:42:42,2.8.0
Mostafa Tohmet,Good battel game,5,2023-09-30 17:32:23,2.8.0
Dear Asim,Better game than other,5,2023-09-30 23:29:35,2.8.0
Zahid Ali Yaftali,very bad game,1,2023-09-30 17:48:50,2.8.0
Aung phoe Thant,Its so nice But their tool is so expensive,5,2023-09-30 18:08:26,2.8.0
Akash Aryun,Mc game,1,2023-09-30 18:14:37,2.8.0
Rashid Ghafoor,PUBG MOBILE is not responding in my device please fix it sometime crashing and sometime not responding just hanging please fix it Vivo S1,1,2023-09-30 18:16:14,2.8.0
Samita Bishwokarma,Good game ,5,2023-09-30 18:32:31,2.8.0
Nafy Arain,Superb,5,2023-09-30 18:36:00,2.8.0
fazal Khan,I like it PUBG always love inshallah,5,2023-09-30 18:53:32,2.8.0
Tawsif Khan,Im,1,2023-09-30 19:08:20,2.8.0
علي العويض,   ,5,2023-09-30 19:20:50,2.8.0
Rizwan Khan,VIP,5,2023-09-30 19:33:16,2.8.0
AHmad HaSheMi,Nice,5,2023-09-30 20:10:24,2.8.0
thuyatun thuyatun,good,5,2023-09-30 20:14:15,2.8.0
Conna Blacksmith,Game is very fun but the dodge skins are hard to get and I spent a bit of money trying to get them but no luck,3,2023-09-30 20:19:54,2.8.0
Queen baloch,Nice ,5,2023-09-30 20:36:36,2.8.0
Hatem Nabil,                          ,5,2023-09-30 20:39:00,2.8.0
Sergio Hernandez,Best game,4,2023-09-30 20:39:44,2.8.0
Mustafa Rohani,This is not good for Muslims,1,2023-09-30 20:52:54,2.8.0
Mohamad Hadif AJ,To many toxichackerand unfair macth,1,2023-09-30 22:25:14,2.8.0
Ali Hassan,No hack Jana 500 baje dikhayen Adidas ban kabhi ghante bad aur kabhi 2 ghante ticket ban kyon please theek karo pubg,5,2023-09-30 22:40:50,2.8.0
ALI ALBALUSHI,I used to love this game and then I started playing tdm 1v1s and everyone is toxic and a camper I will leave this game,1,2023-09-30 22:47:12,2.8.0
Ishara Mahabali,Fun game to play when youre bored ,5,2023-09-30 23:23:53,2.8.0
Angela mistrysuthar,i cant log in,1,2023-09-30 10:34:34,2.8.0
Rizwan Rr,Most power game app,5,2023-09-30 10:21:15,2.8.0
Nippe58,This game is so trash Too many bugs and glitches and the game is getting so slow Like why cant you change the ironsight sensitivity I cant aim cuz the sensitivity is so low And why does my character just randomly start walking forward when i move the joystick It doesnt even lock in the autorun FIX THIS Because of all these glitches bugs etc Ive broken 1ipad 2headphones and 1phone Thanks PUBG,1,2023-09-29 15:26:22,2.8.0
Tam,This game doesnt have skillbased match making I kept matching with people with super low Kda,2,2023-09-29 20:05:35,2.8.0
Riaz Xheikh,Love Pubg,5,2023-09-29 20:25:32,2.8.0
LUTFI KHALID,Amazing experience,5,2023-09-29 20:34:26,2.8.0
AHMED MOMYA,is very bad,1,2023-09-29 21:46:48,2.8.0
Azeem Zafar,New outfit not good with Amr gun,5,2023-09-29 21:51:44,2.8.0
Krix Ayson,TOO MUCH RENDER,1,2023-09-29 22:27:52,2.8.0
Wolf Gamer,I dont have any vote,5,2023-09-29 22:43:01,2.8.0
Yassien Saleh,This game is very bad and my phone is virsed from thise game my phone iphone 13 pro max the virgone is good,1,2023-09-29 23:13:03,2.8.0
Maria Tandeg,Tencent can you change the downloading resources,1,2023-09-29 23:56:38,2.8.0
Shidiq,please add back the top highlights feature,3,2023-09-30 00:32:32,2.8.0
I Irfan,The bad thing is  When the match starts the names of all the players are shown below the characters feet which is against our culture Please slow it,5,2023-09-30 00:45:11,2.8.0
Md Apon,please back old pubg mobile on 2019 2020 ,5,2023-09-30 01:27:54,2.8.0
Faique khan Jakhrani,This is so amazingplay with friends and other random players,5,2023-09-30 01:39:06,2.8.0
Anika kim dela cruz,Its a great game but once again there are problems in the game for an instance metro royale I faced a glitch where I didnt got in match and lost my ammos which is kinda annoying not only to me but also my friend but whats most annoying is when your teammates get your stuff and not give it back hopefully they not only get banned but also the their stuff should also be given to them I know the pubg mobile team is under a lot of pressure from peoples expectations but I hope this can be changed,4,2023-09-30 01:43:53,2.8.0
Bhatti Bhai,macbook,1,2023-09-30 01:59:54,2.8.0
Ahmad Raza,It is too much intresting game,5,2023-09-30 02:08:40,2.8.0
